population,area,province,id,name,address,cap,mun_id,municipality,grade,email,pec,website,type,school_type,geometry
39954,Nord Est,Trento,TNEE84502B,"Rovereto  ""F.Lli Filzi""","Via Unione, 23",38068,H612,Rovereto,Scuola Primaria,,,www.isera-rovereto.it,Statale,Normale,POINT (11.0242600138412 45.88839999208619)
39954,Nord Est,Trento,TNTD00950X,"""Don Milani"" -Is.Tec.Turist. Serale",Via Balista,38068,H612,Rovereto,Istituto Tecnico Commerciale,milani@domir.it,,www.domir.it,Statale,Percorso Ii Livello,POINT (11.032519533520087 45.89508073731814)
39954,Nord Est,Trento,TNIC85500V,"""Rovereto Sud""","Via Benacense, 32",38068,H612,Rovereto,Istituto Comprensivo,segr.ic.roveretosud@scuole.provincia.tn.it,ic.roveretosud@pec.provincia.tn.it,,Statale,Normale,POINT (11.034719958451916 45.87920001516082)
39954,Nord Est,Trento,TNTF020501,Guglielmo Marconi  Rovereto Serale,"Via F. Monti, 1",38068,H612,Rovereto,Istituto Tecnico Industriale,segr.itimarconi@scuole.provincia.tn.it,,www.marconirovereto.it,Statale,Percorso Ii Livello,POINT (11.023414759438937 45.87027501103123)
39954,Nord Est,Trento,TNRC009018,"""Don Lorenzo Milani"" - Rovereto",Via  Balista,38068,H612,Rovereto,Ist Prof Per I Servizi Commerciali E Turistici,milani@domir.it,,www.domir.it,Statale,Normale,POINT (11.032519533520087 45.89508073731814)
39954,Nord Est,Trento,TNTD020009,"""Felice E Gregorio Fontana"" - Rovereto","Via Del Teatro, 4",38068,H612,Rovereto,Ist Tec Commerciale E Per Geometri,segr.fontana@scuole.provincia.tn.it,fontana@pec.provincia.tn.it,www.fgfontana.eu,Statale,Normale,POINT (11.041850024388111 45.893250012720586)
39954,Nord Est,Trento,TNEE855033,"Rovereto - Marco ""Rosmini""","Via 2 Novembre, 57",38060,H612,Rovereto,Scuola Primaria,,,https://www.icroveretosud.eu/,Statale,Normale,POINT (11.007820000409993 45.841789988727214)
39954,Nord Est,Trento,TN1M00200X,"Collegio Arcivescovile ""Dame Inglesi""",Corso Bettini 31,38068,H612,Rovereto,Scuola Sec. Primo Grado ,dameinglesi@arcivescoviletrento.it,,,Paritaria,Paritaria,POINT (11.043899986447713 45.89238998754527)
39954,Nord Est,Trento,TN1E006002,"Collegio Arcivescovile ""Dame Inglesi""",Corso Bettini 71,38068,H612,Rovereto,Scuola Primaria ,dame_inglesi@arcivescoviletrento.it,,,Paritaria,Paritaria,POINT (11.043330017031792 45.89686998906399)
39954,Nord Est,Trento,TNPSID500S,Liceo Steam International,Via Fortunato Zeni 8,38068,H612,Rovereto,Scuola Sec. Secondo Grado ,,,,Paritaria,Paritaria,POINT (11.043310000000076 45.88713000000007)
39954,Nord Est,Trento,TN1E00700T,"""La Vela""",Via Saibanti 6/A,38068,H612,Rovereto,Scuola Primaria ,segreteria@scuolaveronesi.it,,,Paritaria,Paritaria,POINT (11.043310000000076 45.88713000000007)
39954,Nord Est,Trento,TN1M00900P,"""La Vela""",Via Balista 19,38068,H612,Rovereto,Scuola Sec. Primo Grado ,segreteria@scuolaveronesi.it,,,Paritaria,Paritaria,POINT (11.030887983617712 45.896040417822284)
39954,Nord Est,Trento,TNPL005006,Arcivescovile-Dame Inglesi,Corso Bettini 71,38068,H612,Rovereto,Scuola Sec. Secondo Grado ,lia@arcivescoviletrento.it,,,Paritaria,Paritaria,POINT (11.043330017031792 45.89686998906399)
813,Nord Est,Trento,TNEE83103E,Rumo - Mione,"Mione, 54",38020,H639,Rumo,Scuola Primaria,,,www.iccles.it,Statale,Normale,POINT (11.029399964506467 46.43719001507256)
2055,Nord Est,Trento,TNEE80104Q,Samone,"Via Nuova Superiore, 11",38050,H754,Samone,Scuola Primaria,,,www.icstrignoetesino.it,Statale,Normale,POINT (11.522310018317 46.08178998626852)
1554,Nord Est,Trento,TNEE83705G,San G. Bosco S. Lorenzo in Banale,"Via di Prato, San Lorenzo, 15/A",38078,M345,San Lorenzo Dorsino,Scuola Primaria,,,www.giudicariescuola.it,Statale,Normale,POINT (10.910060000000044 46.07634000000007)
1120,Nord Est,Trento,TNEE81406X,Sant'Orsola,"Loc. Pintarei, 61",38050,I354,Sant'Orsola Terme,Scuola Primaria,,,www.icpergine1.it,Statale,Normale,POINT (11.302276621738205 46.10784955234538)
916,Nord Est,Trento,TNEE828103,Sanzeno,"Fraz. Banco, 98",38010,I411,Sanzeno,Scuola Primaria,,,www.icfondorevo.it,Statale,Normale,POINT (11.070679999455194 46.36877998074925)
794,Nord Est,Trento,TNEE82807V,Sarnonico,"Via A.Manzoni, 7",38010,I439,Sarnonico,Scuola Primaria,,,www.icfondorevo.it,Statale,Normale,POINT (11.13862001855793 46.420270011956006)
1373,Nord Est,Trento,TNEE80105R,Scurelle,"Via Quindici Agosto, 46",38050,I554,Scurelle,Scuola Primaria,,,www.icstrignoetesino.it,Statale,Normale,POINT (11.511589983250758 46.064450007893356)
1403,Nord Est,Trento,TNEE82207X,Segonzano,"Fraz. Scancio, 68",38047,I576,Segonzano,Scuola Primaria,,,www.iccembra.it,Statale,Normale,POINT (11.258442065801763 46.18969614991451)
1403,Nord Est,Trento,TNMM82202N,Segonzano,"Loc. Scancio, 68",38047,I576,Segonzano,Scuola Primo Grado,,,www.iccembra.it,Statale,Normale,POINT (11.258442065801763 46.18969614991451)
2894,Nord Est,Trento,TNMM83602G,Sella Giudicarie - Roncone,"Via 3 Novembre, 22/A",38087,M360,Sella Giudicarie,Scuola Primo Grado,,,www.ictione.tn.it,Statale,Normale,POINT (10.668310006460331 45.98293998091617)
2894,Nord Est,Trento,TNEE83601G,Sella Giudicarie - Breguzzo,"Via G. Marconi, 5",38081,M360,Sella Giudicarie,Scuola Primaria,,,www.ictione.tn.it,Statale,Normale,POINT (10.699551102991443 46.00948790491661)
2894,Nord Est,Trento,TNEE83605Q,Sella Giudicarie - Roncone,"Via 3 Novembre, 22",38087,M360,Sella Giudicarie,Scuola Primaria,,,www.ictione.tn.it,Statale,Normale,POINT (10.668310006460331 45.98293998091617)
785,Nord Est,Trento,TNEE822081,"Sover ""Pio Sartori""","P.Zza S. Lorenzo, 10",38048,I871,Sover,Scuola Primaria,,,www.iccembra.it,Statale,Normale,POINT (11.315480019578473 46.22130999165648)
1244,Nord Est,Trento,TNEE834065,"Spiazzo ""Silvio Massari""",Piazza San Vigilio,38088,I899,Spiazzo,Scuola Primaria,,,icvalrendena.it,Statale,Normale,POINT (10.73825635677398 46.102321931404674)
1244,Nord Est,Trento,TNMM83402X,"Spiazzo""Baschenis De Averaria""","Via San Vigilio, 31",38088,I899,Spiazzo,Scuola Primo Grado,,,icvalrendena.it,Statale,Normale,POINT (10.738130006528628 46.10213203560585)
1258,Nord Est,Trento,TNMM82404B,Spormaggiore,"Via Municipio, 87",38010,I924,Spormaggiore,Scuola Primo Grado,,,www.icmezzolombardo.it,Statale,Normale,POINT (11.047960000000046 46.21795000000003)
1258,Nord Est,Trento,TNEE82408L,"Spormaggiore ""S.Giovanni Bosco""",Via Municipio. 87,38010,I924,Spormaggiore,Scuola Primaria,,,www.icmezzolombardo.it,Statale,Normale,POINT (11.047960000000046 46.21795000000003)
1178,Nord Est,Trento,TNEE83706L,"Stenico ""Giorgio Graffer""","Via Risorgimento, 11/A",38070,I949,Stenico,Scuola Primaria,,,www.giudicariescuola.it,Statale,Normale,POINT (10.853747068407069 46.051565630740974)
4534,Nord Est,Trento,TNEE83804A,"Storo ""Padre Cipriano Gnesotti""","Via S.Floriano, 43",38089,I964,Storo,Scuola Primaria,,,www.istitutodelchiese.it,Statale,Normale,POINT (10.57647586361341 45.85153713629188)
4534,Nord Est,Trento,TNEE83806C,Storo - Lodrone,"Via 24 Maggio, 88",38080,I964,Storo,Scuola Primaria,,,www.istitutodelchiese.it,Statale,Normale,POINT (10.699480041255924 46.007450006905685)
4534,Nord Est,Trento,TNIC838005,"""Del Chiese""","Via Papaleoni, 51",38089,I964,Storo,Istituto Comprensivo,segr.ic.chiese@scuole.provincia.tn.it,ic.chiese-storo@pec.provincia.tn.it,,Statale,Normale,POINT (10.573133443012876 45.849668047800606)
4534,Nord Est,Trento,TNMM838016,"Storo ""Giacomo Leopardi""","Via Papaleoni, 5",38089,I964,Storo,Scuola Primo Grado,,,istitutodelchiese.it,Statale,Normale,POINT (10.575640020228747 45.84943000965259)
1898,Nord Est,Trento,TNMM81301T,"Telve ""Don Lorenzo Milani""","Via Per Borgo, 2/B",38050,L089,Telve,Scuola Primo Grado,,,www.iccentrovalsugana.it,Statale,Normale,POINT (11.47820000139913 46.06972000378636)
1898,Nord Est,Trento,TNEE81302X,Telve,"Via G.Giusti, 5",38050,L089,Telve,Scuola Primaria,,,www.iccentrovalsugana.it,Statale,Normale,POINT (11.477819965909163 46.070210009845994)
1051,Nord Est,Trento,TNEE818045,Tenna,"Via Albere', 2",38050,L096,Tenna,Scuola Primaria,,,http://www.iclevico.eu,Statale,Normale,POINT (11.266438917963063 46.01317917089127)
1992,Nord Est,Trento,TNEE84202X,"Tenno ""Orlando Lucchi""","Via Dei Laghi, 47",38060,L097,Tenno,Scuola Primaria,,,http://www.riva2.it,Statale,Normale,POINT (10.829424965089501 45.921537228636254)
696,Nord Est,Trento,TNEE85304C,Terragnolo,"Loc. Piazza, 18",38060,L121,Terragnolo,Scuola Primaria,,,www.roveretoest.it,Statale,Normale,POINT (11.151648926520599 45.879270364989935)
2935,Nord Est,Trento,TNMM80802B,"Tesero ""Giovanni Alberti""","Via Fia, 11/A",38038,L147,Tesero,Scuola Primo Grado,,,www.ic-predazzotesero.it,Statale,Normale,POINT (11.513039968681085 46.29010001956024)
2935,Nord Est,Trento,TNEE80804E,"Tesero ""Giovanni Manega""","Via Fia, 11",38038,L147,Tesero,Scuola Primaria,,,www.ic-predazzotesero.it,Statale,Normale,POINT (11.513039968681085 46.29010001956024)
1321,Nord Est,Trento,TNEE82905L,"Ton - Vigo ""Don Giovanni Bosco""","P.Zza F.Guardi, 7",38010,L200,Ton,Scuola Primaria,,,www.icbassaanaunia.it,Statale,Normale,POINT (11.084656393275917 46.26534344863797)
1468,Nord Est,Trento,TNEE85305D,Trambileno - Moscheri,Loc. Moscheri,38068,L322,Trambileno,Scuola Primaria,,,www.roveretoest.it,Statale,Normale,POINT (11.072790000000055 45.86916000000008)
1404,Nord Est,Trento,TNEE83602L,Tre Ville - Ragoli,"Via Roma, 5",38070,M361,Tre Ville,Scuola Primaria,,,www.ictione.tn.it,Statale,Normale,POINT (10.778185500542 46.05395323642396)
118879,Nord Est,Trento,TNEE85603V,Trento - Ravina,"Via Delle Masere, 5",38040,L378,Trento,Scuola Primaria,,,www.ictrento3.it,Statale,Normale,POINT (11.108269985349978 46.03794999236146)
118879,Nord Est,Trento,TNMM29100R,"Ann.Ist.Arte""Vittoria"" Trento","Viale Degli Olmi, 26",38123,L378,Trento,Scuola Primo Grado,info@istitutodellearti.tn.it,vittoria@pec.provincia.tn.it,www.ictn4.it,Statale,Ann. A Istituto Arte,POINT (11.133119981332271 46.0500400075922)
118879,Nord Est,Trento,TNMM85201C,"Trento ""Giacomo Bresadola""","Via Torrione, 2",38122,L378,Trento,Scuola Primo Grado,,,www.istitutotrento5.tn.it,Statale,Normale,POINT (11.121799969636754 46.06532998199822)
118879,Nord Est,Trento,TNMM85601Q,"Trento ""Bronzetti-Segantini""","Via Vittorio Veneto, 61",38122,L378,Trento,Scuola Primo Grado,,,www.ictrento3.it,Statale,Normale,POINT (11.124549988249584 46.059260017266155)
118879,Nord Est,Trento,TNMM820011,"Trento-Cognola""Dell'Argentario""","Via Ponte Alto, 2/1",38121,L378,Trento,Scuola Primo Grado,,,www.icomenius.it,Statale,Normale,POINT (11.144509981919327 46.074959992466006)
118879,Nord Est,Trento,TNEE81901T,"Trento - Povo ""U. Moggioli""","Via Dei Rivi, 6",38050,L378,Trento,Scuola Primaria,,,www.ictrento1.it,Statale,Normale,POINT (11.15356998106165 46.06404000709952)
118879,Nord Est,Trento,TNMM21100X,"""F.A. Bonporti"" Conv.Conserv.Tn","Piazza Garzetti,25",38122,L378,Trento,Scuola Primo Grado,segr.ic.tn5@scuole.provincia.tn.it,ic.tn5@pec.provincia.tn.it,www.istitutotrento5.it,Statale,Ann. A Conservatorio,POINT (11.124290967926752 46.06574444359323)
118879,Nord Est,Trento,TNTD18000T,"""A. Tambosi"" - Trento","Via Brigata Acqui, 19",38122,L378,Trento,Istituto Tecnico Commerciale,segr.tambositn@scuole.provincia.tn.it,tambosibattisti@pec.provincia.tn.it,www.scuoleprimiero.it,Statale,Normale,POINT (11.128280018981684 46.06507001727124)
118879,Nord Est,Trento,TNEE85702N,Trento Madonna Bianca,"Via C.Menguzzato, 89",38100,L378,Trento,Scuola Primaria,,,www.ictrento4.it,Statale,Normale,POINT (11.119290000000035 46.07005000000004)
118879,Nord Est,Trento,TNIC81900Q,"""Trento 1""","Via Znojmo, 24",38123,L378,Trento,Istituto Comprensivo,segr.ic.tn1@scuole.provincia.tn.it,ic.trento1@pec.provincia.tn.it,,Statale,Normale,POINT (11.15074997355731 46.05342998451246)
118879,Nord Est,Trento,TNEE85802D,"Trento Cristo Re ""Aldo Schmid""","Via Lavisotto, 79",38100,L378,Trento,Scuola Primaria,,,www.istitutocomprensivotrento6.it,Statale,Normale,POINT (11.115177358488955 46.08493403569939)
118879,Nord Est,Trento,TNEE821041,Trento - Mattarello,"Via Guido Poli, 11",38123,L378,Trento,Scuola Primaria,,,www.icaldenomattarello.it,Statale,Normale,POINT (11.128689977865974 46.005970014262004)
118879,Nord Est,Trento,TNEE85202E,"Trento ""Francesco Crispi""","Via S.Giovanni Bosco, 4",38100,L378,Trento,Scuola Primaria,,,www.istitutotrento5.it,Statale,Normale,POINT (11.124939998204326 46.0647600125823)
118879,Nord Est,Trento,TNMM85701G,"Trento ""Othmar Winkler""","Viale Degli Olmi, 22",38123,L378,Trento,Scuola Primo Grado,,,www.ictrento4.it,Statale,Normale,POINT (11.13300003629783 46.04925998768269)
118879,Nord Est,Trento,TNPS01000V,"""Galileo Galilei"" - Trento","Viale N.Bolognini, 88",38122,L378,Trento,Liceo Scientifico,segr.liceogalilei@scuole.provincia.tn.it,galilei@pec.provincia.tn.it,www.lsgalilei.tn.org,Statale,Normale,POINT (11.126267461941216 46.06760915238515)
118879,Nord Est,Trento,TNIC82000X,"""Trento 2""","Via Ponte Alto, 2/1",38121,L378,Trento,Istituto Comprensivo,segr.ictn2@scuole.provincia.tn.it,ic.comenius@pec.provincia.tn.it,,Statale,Normale,POINT (11.144509981919327 46.074959992466006)
118879,Nord Est,Trento,TNPM010509,"""Antonio Rosmini"" - Trento -Serale","Via B.Malfatti, 2",38100,L378,Trento,Istituto Magistrale,segr.rosmini.tn@scuole.provincia.tn.it,,www.rosmini.tin.it,Statale,Percorso Ii Livello,POINT (11.125560007582209 46.06115001070367)
118879,Nord Est,Trento,TNIC85600P,"""Trento 3""","Via Vittorio Veneto, 61",38122,L378,Trento,Istituto Comprensivo,segr.ic.tn3@scuole.provincia.tn.it,ic.trento3@pec.provincia.tn.it,,Statale,Normale,POINT (11.124549988249584 46.059260017266155)
118879,Nord Est,Trento,TNEE85101N,"Trento - Meano ""De Carli""","Via Delle 3 Croci, 40",38040,L378,Trento,Scuola Primaria,,,www.trento7.it,Statale,Normale,POINT (11.115359985788984 46.124860018549896)
118879,Nord Est,Trento,TNEE820045,"Trento-San Vito ""R. Belenzani""","San Vito, 169",38121,L378,Trento,Scuola Primaria,,,www.icomenius.it,Statale,Normale,POINT (11.139670019568712 46.07410000920021)
118879,Nord Est,Trento,TNEE85806N,"Trento-Sardagna ""A. Degasperi""","Loc. Sardagna, 128",38040,L378,Trento,Scuola Primaria,,,www.istitutocomprensivotrento6.it,Statale,Normale,POINT (11.119290000000035 46.07005000000004)
118879,Nord Est,Trento,TNTD180507,"""A. Tambosi "" - Trento - Serale","Via Brigata Acqui, 19",38122,L378,Trento,Istituto Tecnico Commerciale,,,www.scuoleprimiero.it,Statale,Percorso Ii Livello,POINT (11.128280018981684 46.06507001727124)
118879,Nord Est,Trento,TNEE85701L,Trento Clarina,"Via L. Einaudi, 13",38100,L378,Trento,Scuola Primaria,,,www.ictrento4.it,Statale,Normale,POINT (11.126719979162658 46.052070020722255)
118879,Nord Est,Trento,TNIC82100Q,"""Aldeno-Mattarello""","Via Torre Franca, 1",38123,L378,Trento,Istituto Comprensivo,segr.aldeno.mattarello@scuole.provincia.tn.it,ic.aldeno-mattarello@pec.provincia.tn.it,,Statale,Normale,POINT (11.130880001527657 46.00684998836687)
118879,Nord Est,Trento,TNEE85604X,"Trento ""Aurelio Nicolodi""","Via A.Fogazzaro, 2",38100,L378,Trento,Scuola Primaria,,,www.ictrento3.it,Statale,Normale,POINT (11.129260031100955 46.05567000622659)
118879,Nord Est,Trento,TNPS02000D,"""Leonardo Da Vinci"" - Trento","Via Giusti, 1/1",38122,L378,Trento,Liceo Scientifico,segr.liceodavinci@scuole.provincia.tn.it,davinci@pec.provincia.tn.it,www.liceodavincitn.it,Statale,Normale,POINT (11.119710025898968 46.06256001445584)
118879,Nord Est,Trento,TNPC04000G,"""Giovanni Prati"" - Trento","Via Santissima Trinita', 38",38122,L378,Trento,Liceo Classico,liceoprati@scuole.provincia.tn.it,prati@pec.provincia.tn.it,www.liceoprati.it,Statale,Normale,POINT (11.12438000325318 46.06645998827483)
118879,Nord Est,Trento,TNEE85201D,"Trento ""Raffaello Sanzio""","Piazza R.Sanzio, 13",38100,L378,Trento,Scuola Primaria,,,www.istitutotrento5.it,Statale,Normale,POINT (11.12533998262387 46.07221999022747)
118879,Nord Est,Trento,TNEE82101T,Trento - Romagnano,"V.Santa Brigida,6",38123,L378,Trento,Scuola Primaria,,,www.icaldenomattarello.it,Statale,Normale,POINT (11.104259999051806 46.01918001939504)
118879,Nord Est,Trento,TNEE85103Q,"Trento - Gardolo ""Pigarelli""","Via Iv Novembre, 42/1",38014,L378,Trento,Scuola Primaria,,,www.trento7.it,Statale,Normale,POINT (11.119290000000035 46.07005000000004)
118879,Nord Est,Trento,TNPM01000X,"""Antonio Rosmini"" - Trento","Via B.Malfatti, 2",38122,L378,Trento,Istituto Magistrale,segr.rosmini.tn@scuole.provincia.tn.it,rosmini.trento@pec.provincia.tn.it,www.rosmini.tn.it,Statale,Normale,POINT (11.125560007582209 46.06115001070367)
118879,Nord Est,Trento,TNEE85204L,"Trento  Solteri ""Aldo Gorfer""","Via Solteri, 22",38100,L378,Trento,Scuola Primaria,,,www.istitutotrento5.it,Statale,Normale,POINT (11.11998998146504 46.08797000538928)
118879,Nord Est,Trento,TNIC85700E,"""Trento 4""","Piazzale Europa, 4",38123,L378,Trento,Istituto Comprensivo,segr.ictn4@scuole.provincia.tn.it,ic.trento4@pec.provincia.tn.it,,Statale,Normale,POINT (11.134060011773386 46.03971999885502)
118879,Nord Est,Trento,TNEE820034,"Trento-Martignano ""R.Zandonai""","Piazza G. Menghin, 1",38040,L378,Trento,Scuola Primaria,,,www.icomenius.it,Statale,Normale,POINT (11.131649963153365 46.090230017942474)
118879,Nord Est,Trento,TNTL013513,"""M. Buonarroti"" - Trento - Serale","Via Brigata Acqui, 15",38122,L378,Trento,Istituto Tecnico Per Geometri,,,www.buonarroti.tn.it,Statale,Percorso Ii Livello,POINT (11.128970017251078 46.06632001049181)
118879,Nord Est,Trento,TNEE85102P,"Trento - Vigo Meano ""Calvino""",Via Oselere,38040,L378,Trento,Scuola Primaria,,,www.trento7.it,Statale,Normale,POINT (11.119290000000035 46.07005000000004)
118879,Nord Est,Trento,TNEE85805L,"Trento - Sopramonte ""Pertini""",Loc. Sopramonte,38070,L378,Trento,Scuola Primaria,,,www.istitutocompresivotrento6.it,Statale,Normale,POINT (11.05845000000005 46.071210000000065)
118879,Nord Est,Trento,TNEE85801C,"Trento ""Beato S.Bellesini""","Via A.Stoppani, 3",38100,L378,Trento,Scuola Primaria,,,www.istitutocomprensivotrento6.it,Statale,Normale,POINT (11.120479987524675 46.077430013603276)
118879,Nord Est,Trento,TNEE705013,Casa Circondariale,"Via Beccaria, 13",38121,L378,Trento,Scuola Primaria,,,www.istituti.vivoscuola.it/sanzio/default1.htm,Statale,Spec. Per Carcerari,POINT (11.096219993706882 46.12739001220436)
118879,Nord Est,Trento,TNMM82102T,"Trento - Mattarello ""Fogazzaro""","Via Torre Franca, 1",38123,L378,Trento,Scuola Primo Grado,,,www.istituti.vivoscuola.it/spaziowebmediemattarello/medie_mat,Statale,Normale,POINT (11.130880001527657 46.00684998836687)
118879,Nord Est,Trento,TNIC85100G,"""Trento 7""","Via 4 Novembre, 35/1",38121,L378,Trento,Istituto Comprensivo,segr.ic.tn7@scuole.provincia.tn.it,ic.trento7@pec.provincia.tn.it,,Statale,Normale,POINT (11.113659968186937 46.104159986648796)
118879,Nord Est,Trento,TNEE85804G,G.A. Slop Von Cadenberg,"Via di Coltura, 7",38070,L378,Trento,Scuola Primaria,,,www.istitutocomprensivotrento6.it,Statale,Normale,POINT (11.065659993824397 46.08941001635483)
118879,Nord Est,Trento,TNEE85104R,"Trento - Gardolo ""Sant'Anna""","Via Sant'Anna, 3",38014,L378,Trento,Scuola Primaria,,,www.trento7.it,Statale,Normale,POINT (11.111010029498033 46.109140010601436)
118879,Nord Est,Trento,TNIC85800A,"""Trento 6""","Corso Buonarroti, 50",38122,L378,Trento,Istituto Comprensivo,segr.ic.tn6@scuole.provincia.tn.it,ic.trento6@pec.provincia.tn.it,,Statale,Normale,POINT (11.117659980020335 46.07269997991281)
118879,Nord Est,Trento,TNCT70500P,Educazione Adulti I Ciclo Trento,"Via B. Malfatti, 2",38122,L378,Trento,Centro Territoriale,,,,Statale,Normale,POINT (11.125560007582209 46.06115001070367)
118879,Nord Est,Trento,TNEE85602T,"Trento ""De Gaspari""","Via R.Zandonai, 4",38100,L378,Trento,Scuola Primaria,,,www.ictrento3.it,Statale,Normale,POINT (11.119420012049119 46.055320019859494)
118879,Nord Est,Trento,TNEE820023,"Trento ""Istituto Casa Serena""","Via Campanelle, 27",38050,L378,Trento,Scuola Primaria,,,www.icomenius.it,Statale,Normale,POINT (11.145429979611862 46.07239001713339)
118879,Nord Est,Trento,TNMM85101L,"Trento - Gardolo ""Pedrolli""","Via 4 Novembre, 35/1",38121,L378,Trento,Scuola Primo Grado,,,www.trento7.it,Statale,Normale,POINT (11.113659968186937 46.104159986648796)
118879,Nord Est,Trento,TNIS013001,"""M. Buonarroti""","Via Brigata Acqui, 15",38122,L378,Trento,Istituto Superiore,istituto.tecnico@buonarroti.tn.it,buonarroti@pec.provincia.tn.it,,Statale,Normale,POINT (11.128970017251078 46.06632001049181)
118879,Nord Est,Trento,TNTF01351V,"""M. Buonarroti"" - Trento Serale","Via Brigata Acqui, 15",38122,L378,Trento,Istituto Tecnico Industriale,,,www.g-floriani.it,Statale,Percorso Ii Livello,POINT (11.128970017251078 46.06632001049181)
118879,Nord Est,Trento,TNPS11000Q,"Linguistico ""Sophie Magdalena Scholl"" Tn","Via Mattioli, 8",38122,L378,Trento,Liceo Scientifico,segr.linguisticotrento@scuole.provincia.tn.it,linguisticotrento@pec.provincia.tn.it,www.linguisticotrento.it,Statale,Normale,POINT (11.122389971801255 46.05918998646513)
118879,Nord Est,Trento,TNEE85703P,"Tn-Osp.Le Inf.""Santa Chiara""",Largo Medaglie D'Oro 9,38123,L378,Trento,Scuola Primaria,,,www.ictrento4.it,Statale,C/O Ist. Ospedaliero,POINT (11.133210000000076 46.056620000000066)
118879,Nord Est,Trento,TNMM85801B,"Trento ""Alessandro Manzoni""","Corso Buonarroti, 50",38122,L378,Trento,Scuola Primo Grado,,,www.istitutocomprensivotrento6.it,Statale,Normale,POINT (11.117659980020335 46.07269997991281)
118879,Nord Est,Trento,TNEE85803E,"Trento Vela ""San Vigilio""","Via Ss.Cosma E Damiano, 3",38100,L378,Trento,Scuola Primaria,,,www.istitutocomprensivotrento6.it,Statale,Normale,POINT (11.100700037135141 46.08319999002069)
118879,Nord Est,Trento,TNSD02000X,"Liceo Arti ""Vittoria Bonporti Depero""","Via Zambra, 3",38121,L378,Trento,Istituto D'Arte,info@istitutodellearti.tn.it,vittoria@pec.provincia.tn.it,www.istitutodellearti.tn.it,Statale,Scuola Annessa,POINT (11.119290000000035 46.07005000000004)
118879,Nord Est,Trento,TNEE81902V,"Trento - Villazzano ""G.Tomasi""","Salita Dei Molini, 3",38050,L378,Trento,Scuola Primaria,,,www.ictrento1.it,Statale,Normale,POINT (11.146860016112612 46.04690002093412)
118879,Nord Est,Trento,TNTL01301N,"""M. Buonarroti"" - Trento","Via Brigata Acqui, 15",38122,L378,Trento,Istituto Tecnico Per Geometri,,,www.scuolefiemme.tn.it,Statale,Normale,POINT (11.128970017251078 46.06632001049181)
118879,Nord Est,Trento,TNIC85200B,"""Trento 5""","P.Zza Raffaelo Sanzio, 13",38122,L378,Trento,Istituto Comprensivo,segr.ic.tn5@scuole.provincia.tn.it,ic.tn5@pec.provincia.tn.it,,Statale,Normale,POINT (11.12533998262387 46.07221999022747)
118879,Nord Est,Trento,TNEE85601R,"Trento ""Domenico Savio""","Via S.Pio X, 103",38100,L378,Trento,Scuola Primaria,,,www.ictrento3.it,Statale,Normale,POINT (11.121109971367332 46.053529980617355)
118879,Nord Est,Trento,TNEE820012,"Trento - Cognola ""E. Bernardi""","Via Ponte Alto, 1",38050,L378,Trento,Scuola Primaria,,,www.icomenius.it,Statale,Normale,POINT (11.14581970141878 46.07436164414971)
118879,Nord Est,Trento,TNMM81901R,"Trento-Povo ""Giovanni Pascoli""","Via Znojmo, 24",38050,L378,Trento,Scuola Primo Grado,,,www.ictrento1.it,Statale,Normale,POINT (11.15074997355731 46.05342998451246)
118879,Nord Est,Trento,TNTF01301D,"""M. Buonarroti"" - Trento","Via Brigata Acqui, 15",38122,L378,Trento,Istituto Tecnico Industriale,,,www.buonarroti.tn.it,Statale,Normale,POINT (11.128970017251078 46.06632001049181)
118879,Nord Est,Trento,TNPS015002,"Collegio Arcivescovile ""Celestino Endrici""",Via Celestino Endrici 23,38100,L378,Trento,Scuola Sec. Secondo Grado ,didatticatn@arcivescoviletrento.it,,,Paritaria,Paritaria,POINT (11.121540000000039 46.062140000000056)
118879,Nord Est,Trento,TN1M00400G,"Collegio Arcivescovile ""Celestino Endrici""",Via Celestino Endrici 23,38100,L378,Trento,Scuola Sec. Primo Grado ,erikapedri@arcivescoviletrento.it,,,Paritaria,Paritaria,POINT (11.121540000000039 46.062140000000056)
118879,Nord Est,Trento,TN1E005006,"Istituto ""Sacra Famiglia""",Via Saluga 7,38100,L378,Trento,Scuola Primaria ,sacrafamigliatrento@pssf.it,,,Paritaria,Paritaria,POINT (11.12949220981892 46.07070454213334)
118879,Nord Est,Trento,TN1E00100V,"Collegio Arcivescovile ""Celestino Endrici""",Via Celestino Endrici 23,38100,L378,Trento,Scuola Primaria ,erikapedri@arcivescoviletrento.it,,,Paritaria,Paritaria,POINT (11.121540000000039 46.062140000000056)
118879,Nord Est,Trento,TNPM015003,"Istituto ""Sacro Cuore""",P.Zza Santa Teresa Verzeri 4,38100,L378,Trento,Scuola Sec. Secondo Grado ,info@istitutosacrocuore.it,,,Paritaria,Paritaria,POINT (11.119789989255281 46.067620001764794)
118879,Nord Est,Trento,TN1M00500B,"Istituto Salesiano ""Maria Ausiliatrice""",Via Barbacovi 22,38100,L378,Trento,Scuola Sec. Primo Grado ,segreteria@sdbtrento.it,,,Paritaria,Paritaria,POINT (11.127330014075767 46.06499001200544)
